Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
HH528690,1630,07/22/2002 09:25:00 PM,030XX W WALNUT ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1331,2,01A,1156102,1901478,2002,08/17/2015 03:03:40 PM,41.885444902,-87.70222133,"(41.885444902, -87.70222133)"
HH529070,1631,07/23/2002 02:35:00 AM,073XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0735,17,01A,1164624,1856090,2002,08/17/2015 03:03:40 PM,41.760719,-87.67220948,"(41.760719, -87.67220948)"
HH529226,1632,07/23/2002 04:10:00 AM,009XX E PERSHING RD,0110,HOMICIDE,FIRST DEGREE MURDER,DRIVEWAY,false,false,2122,4,01A,1183144,1879693,2002,08/17/2015 03:03:40 PM,41.825077005,-87.603598988,"(41.825077005, -87.603598988)"
HH525230,1633,07/21/2002 12:03:00 PM,063XX S ARTESIAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0825,15,01A,1161126,1862627,2002,08/17/2015 03:03:40 PM,41.778730518,-87.684849239,"(41.778730518, -87.684849239)"
HH536070,1634,07/26/2002 01:01:00 AM,076XX N ASHLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2422,49,01A,1164298,1950870,2002,08/17/2015 03:03:40 PM,42.020809541,-87.670721771,"(42.020809541, -87.670721771)"
HH533977,1635,07/25/2002 07:30:00 AM,028XX N LEAVITT ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1913,1,01A,1161645,1918800,2002,08/17/2015 03:03:40 PM,41.932864085,-87.681382901,"(41.932864085, -87.681382901)"
HH536360,1636,07/26/2002 12:30:00 AM,029XX W LAWRENCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,1713,33,01A,1155834,1931744,2002,08/17/2015 03:03:40 PM,41.968502536,-87.702387649,"(41.968502536, -87.702387649)"
HH538222,1637,07/26/2002 11:22:00 PM,029XX N MILWAUKEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,2523,35,01A,1151679,1919695,2002,08/17/2015 03:03:40 PM,41.935522153,-87.717983581,"(41.935522153, -87.717983581)"
HH541423,1638,07/27/2002 02:05:00 PM,024XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0334,7,01A,1193658,1855703,2002,08/17/2015 03:03:40 PM,41.758995448,-87.565812535,"(41.758995448, -87.565812535)"
HH539590,1639,07/27/2002 03:45:00 PM,120XX S LASALLE ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0523,,01A,1177432,1825176,2002,08/17/2015 03:03:40 PM,41.67560714,-87.626198314,"(41.67560714, -87.626198314)"
HH539837,1640,07/27/2002 06:40:00 PM,012XX N SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,2535,27,01A,1150152,1908095,2002,08/17/2015 03:03:40 PM,41.903720634,-87.723898394,"(41.903720634, -87.723898394)"
HH540148,1641,07/27/2002 08:40:00 PM,001XX S KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1115,28,01A,1147752,1898876,2002,08/17/2015 03:03:40 PM,41.878469137,-87.732951182,"(41.878469137, -87.732951182)"
HH535540,1642,07/25/2002 08:10:00 PM,035XX W 16TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,false,false,1021,24,01A,1153051,1891815,2002,08/17/2015 03:03:40 PM,41.858989606,-87.713681395,"(41.858989606, -87.713681395)"
HH541332,1643,07/28/2002 12:05:00 PM,015XX N MAPLEWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1423,26,01A,1159124,1910215,2002,08/17/2015 03:03:40 PM,41.909358447,-87.690883705,"(41.909358447, -87.690883705)"
HH546846,1644,07/30/2002 07:27:00 PM,039XX S LAKE PARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,2122,4,01A,1183388,1878984,2002,08/17/2015 03:03:40 PM,41.823125769,-87.602725951,"(41.823125769, -87.602725951)"
HH546846,1645,07/30/2002 07:35:00 PM,039XX S LAKE PARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,2122,4,01A,1183388,1878984,2002,08/17/2015 03:03:40 PM,41.823125769,-87.602725951,"(41.823125769, -87.602725951)"
HH548761,1646,07/31/2002 04:25:00 PM,075XX S RIDGELAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0414,8,01A,1189180,1855260,2002,08/17/2015 03:03:40 PM,41.75788828,-87.582238072,"(41.75788828, -87.582238072)"
HH538545,1647,07/31/2002 05:02:00 PM,015XX W 62ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0713,15,01A,1166931,1863609,2002,08/17/2015 03:03:40 PM,41.78130315,-87.663539586,"(41.78130315, -87.663539586)"
HH549795,1648,08/01/2002 01:43:00 AM,059XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0712,16,01A,1170329,1865408,2002,08/17/2015 03:03:40 PM,41.78616651,-87.65102944,"(41.78616651, -87.65102944)"
HH549811,1649,08/01/2002 04:15:00 AM,125XX S AVENUE O,0110,HOMICIDE,FIRST DEGREE MURDER,JUNK YARD/GARBAGE DUMP,true,false,0433,10,01A,1201277,1822411,2002,08/17/2015 03:03:40 PM,41.667449568,-87.539015561,"(41.667449568, -87.539015561)"
HH551686,1650,08/01/2002 11:48:00 PM,057XX S CARPENTER ST,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,0712,16,01A,1170296,1866660,2002,08/17/2015 03:03:40 PM,41.78960286,-87.65111401,"(41.78960286, -87.65111401)"
HH551970,1651,08/02/2002 12:55:00 AM,005XX E 67TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0321,20,01A,1180834,1860702,2002,08/17/2015 03:03:40 PM,41.773017577,-87.61265777,"(41.773017577, -87.61265777)"
HH551995,1652,08/02/2002 01:15:00 AM,095XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0511,6,01A,1180261,1841805,2002,08/17/2015 03:03:40 PM,41.721175221,-87.61533625,"(41.721175221, -87.61533625)"
HH549854,1653,08/01/2002 12:40:00 AM,093XX S EGGLESTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,2223,21,01A,1174931,1842970,2002,08/17/2015 03:03:40 PM,41.724492467,-87.634824238,"(41.724492467, -87.634824238)"
HH517125,1654,08/04/2002 01:12:00 AM,003XX N CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1532,28,01A,1144313,1901876,2002,08/17/2015 03:03:40 PM,41.886766818,-87.745503149,"(41.886766818, -87.745503149)"
HH552989,1655,08/02/2002 02:17:00 PM,060XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0714,15,01A,1166373,1864727,2002,08/17/2015 03:03:40 PM,41.784382992,-87.665553508,"(41.784382992, -87.665553508)"
HH553599,1656,08/02/2002 07:20:00 PM,005XX S CAMPBELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1135,2,01A,1159818,1897556,2002,08/17/2015 03:03:40 PM,41.874606771,-87.688683639,"(41.874606771, -87.688683639)"
HH555020,1657,08/03/2002 11:20:00 AM,098XX S CLYDE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0431,7,01A,1192061,1840306,2002,08/17/2015 03:03:40 PM,41.716783626,-87.572164434,"(41.716783626, -87.572164434)"
HH556368,1659,08/04/2002 12:07:00 AM,031XX W DOUGLAS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1022,24,01A,1155709,1893290,2002,08/17/2015 03:03:40 PM,41.862984112,-87.703885006,"(41.862984112, -87.703885006)"
HH556724,1660,08/04/2002 03:40:00 AM,030XX E 83RD PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0424,10,01A,1197756,1850084,2002,08/17/2015 03:03:40 PM,41.743475199,-87.550981163,"(41.743475199, -87.550981163)"
HH553164,1661,08/04/2002 05:40:00 PM,043XX N GREENVIEW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,1922,47,01A,1165291,1928770,2002,08/17/2015 03:03:40 PM,41.960145388,-87.667699693,"(41.960145388, -87.667699693)"
HH554235,1662,08/04/2002 12:40:00 AM,038XX N WESTERN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,1912,47,01A,1159696,1925250,2002,08/17/2015 03:03:40 PM,41.950603731,-87.688366953,"(41.950603731, -87.688366953)"
HH560690,1663,08/05/2002 10:50:00 PM,097XX S GENOA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2223,21,01A,1170545,1840163,2002,08/17/2015 03:03:40 PM,41.716886185,-87.650971567,"(41.716886185, -87.650971567)"
HH561047,1664,08/06/2002 03:30:00 AM,081XX S ELIZABETH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0613,21,01A,1169405,1850876,2002,08/17/2015 03:03:40 PM,41.74630892,-87.654837578,"(41.74630892, -87.654837578)"
HH560470,1665,08/05/2002 08:15:00 PM,025XX W 82ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0835,18,01A,1160619,1850175,2002,08/17/2015 03:03:40 PM,41.744570869,-87.68705092,"(41.744570869, -87.68705092)"
HH562697,1666,08/07/2002 01:31:00 AM,011XX N MONITOR AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1511,29,01A,1137147,1907077,2002,08/17/2015 03:03:40 PM,41.901170711,-87.771693958,"(41.901170711, -87.771693958)"
HH563069,1667,08/07/2002 12:45:00 AM,027XX W IRVING PARK RD,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,true,false,1733,33,01A,1157233,1926461,2002,08/17/2015 03:03:40 PM,41.953977294,-87.697387744,"(41.953977294, -87.697387744)"
HH563363,1668,08/07/2002 03:00:00 AM,063XX S HAMILTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0726,15,01A,1163122,1862507,2002,08/17/2015 03:03:40 PM,41.778359684,-87.677535077,"(41.778359684, -87.677535077)"
HH563384,1669,08/07/2002 03:38:00 AM,071XX S UNIVERSITY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0324,5,01A,1185117,1857890,2002,08/17/2015 03:03:40 PM,41.76520163,-87.597045801,"(41.76520163, -87.597045801)"
HH564930,1670,08/07/2002 07:15:00 PM,076XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0611,17,01A,1166009,1853962,2002,08/17/2015 03:03:40 PM,41.754850152,-87.667193768,"(41.754850152, -87.667193768)"
HH565645,1671,08/08/2002 02:47:00 AM,016XX N CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2531,29,01A,1138791,1910249,2002,08/17/2015 03:03:40 PM,41.909845362,-87.765578192,"(41.909845362, -87.765578192)"
HH567609,1672,08/08/2002 11:40:00 PM,013XX W DIVISION ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1323,27,01A,1167007,1908113,2002,08/17/2015 03:03:40 PM,41.903424752,-87.661985563,"(41.903424752, -87.661985563)"
HH567771,1673,08/09/2002 01:19:00 AM,011XX N AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1112,27,01A,1150507,1907357,2002,08/17/2015 03:03:40 PM,41.901688561,-87.722613684,"(41.901688561, -87.722613684)"
HH567855,1674,08/09/2002 04:37:00 AM,016XX W 80TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0611,21,01A,1166852,1851663,2002,08/17/2015 03:03:40 PM,41.748523421,-87.664169936,"(41.748523421, -87.664169936)"
HH569190,1675,08/09/2002 08:55:00 PM,057XX S PEORIA ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0712,16,01A,1171289,1866701,2002,08/17/2015 03:03:40 PM,41.789693689,-87.647471791,"(41.789693689, -87.647471791)"
HH569890,1676,08/10/2002 03:00:00 AM,035XX W DOUGLAS BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1021,24,01A,1153093,1893230,2002,08/17/2015 03:03:40 PM,41.862871696,-87.713489726,"(41.862871696, -87.713489726)"
HH570080,1677,08/10/2002 10:27:00 PM,051XX W HUTCHINSON ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1624,45,01A,1141286,1927770,2002,08/17/2015 03:03:40 PM,41.957879064,-87.755979014,"(41.957879064, -87.755979014)"
HH572150,1678,08/12/2002 01:45:00 AM,020XX S ALLPORT ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1222,25,01A,1168353,1890406,2002,08/17/2015 03:03:40 PM,41.854806406,-87.657553571,"(41.854806406, -87.657553571)"
HH572200,1679,08/11/2002 03:40:00 AM,054XX W MONROE ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1522,29,01A,1140217,1899130,2002,08/17/2015 03:03:40 PM,41.879307455,-87.760612241,"(41.879307455, -87.760612241)"
HH572406,1680,08/11/2002 07:25:00 AM,027XX W AUGUSTA BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1311,26,01A,1157766,1906534,2002,08/17/2015 03:03:40 PM,41.899285277,-87.695972877,"(41.899285277, -87.695972877)"
HH572637,1681,08/11/2002 09:15:00 AM,012XX E 75TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0324,5,01A,1186062,1855528,2002,08/17/2015 03:03:40 PM,41.758697832,-87.59365658,"(41.758697832, -87.59365658)"
HH574203,1682,08/12/2002 12:09:00 AM,025XX N TRIPP AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2524,31,01A,1147622,1916580,2002,08/17/2015 03:03:40 PM,41.927053251,-87.732973584,"(41.927053251, -87.732973584)"
HH575108,1683,08/12/2002 02:50:00 PM,005XX N KEDZIE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,1313,27,01A,1154946,1903475,2002,08/17/2015 03:03:40 PM,41.890948116,-87.70641282,"(41.890948116, -87.70641282)"
HH576930,1684,08/13/2002 08:00:00 AM,053XX S MAPLEWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0911,14,01A,1160282,1868988,2002,08/17/2015 03:03:40 PM,41.796203389,-87.687768326,"(41.796203389, -87.687768326)"
HH576533,1685,08/13/2002 05:30:00 PM,008XX N LOCKWOOD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1524,37,01A,1140871,1905014,2002,08/17/2015 03:03:40 PM,41.895441878,-87.758065988,"(41.895441878, -87.758065988)"
HH581113,1686,08/15/2002 12:50:00 AM,004XX N SPRINGFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1122,27,01A,1150308,1902783,2002,08/17/2015 03:03:40 PM,41.88914092,-87.723464065,"(41.88914092, -87.723464065)"
HH579186,1687,08/14/2002 06:15:00 AM,051XX S AUSTIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,0811,23,01A,1137237,1869857,2002,08/17/2015 03:03:40 PM,41.7990319,-87.772256627,"(41.7990319, -87.772256627)"
HH581311,1688,08/15/2002 04:00:00 AM,039XX W GRENSHAW ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1132,24,01A,1150362,1894752,2002,08/17/2015 03:03:40 PM,41.867101912,-87.723475324,"(41.867101912, -87.723475324)"
HH583285,1689,08/15/2002 11:12:00 PM,007XX S CENTRAL PARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,1133,24,01A,1152493,1896620,2002,08/17/2015 03:03:40 PM,41.872186102,-87.715602728,"(41.872186102, -87.715602728)"
HH581365,1690,08/15/2002 03:23:00 AM,042XX W KAMERLING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2534,37,01A,1147768,1908647,2002,08/17/2015 03:03:40 PM,41.90528152,-87.732641264,"(41.90528152, -87.732641264)"
HH583559,1691,08/16/2002 04:45:00 AM,010XX W GARFIELD BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0934,16,01A,1170499,1868352,2002,08/17/2015 03:03:40 PM,41.794241476,-87.650320383,"(41.794241476, -87.650320383)"
HH583903,1692,08/16/2002 10:03:00 AM,070XX S EMERALD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,false,false,0732,6,01A,1172522,1858241,2002,08/17/2015 03:03:40 PM,41.766451393,-87.643199714,"(41.766451393, -87.643199714)"
HH584953,1693,08/16/2002 05:29:00 PM,054XX W RICE ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,1524,37,01A,1139775,1905133,2002,08/17/2015 03:03:40 PM,41.895788523,-87.762088481,"(41.895788523, -87.762088481)"
HH586005,1694,08/17/2002 07:20:00 AM,022XX W BELMONT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1913,32,01A,1160967,1921215,2002,08/17/2015 03:03:40 PM,41.939505116,-87.683807247,"(41.939505116, -87.683807247)"
HH586727,1695,08/17/2002 02:04:00 PM,008XX S KOLMAR AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1131,24,01A,1146145,1895813,2002,08/17/2015 03:03:40 PM,41.870094592,-87.73892969,"(41.870094592, -87.73892969)"
HH588145,1696,08/18/2002 06:34:00 AM,028XX N FRANCISCO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1411,35,01A,1156552,1918831,2002,08/17/2015 03:03:40 PM,41.933053899,-87.700098398,"(41.933053899, -87.700098398)"
HH593305,1697,08/20/2002 03:54:00 PM,010XX E 83RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,0631,8,01A,1184519,1850174,2002,08/17/2015 03:03:40 PM,41.744042177,-87.599478862,"(41.744042177, -87.599478862)"
HH594303,1698,08/21/2002 01:05:00 AM,118XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0524,34,01A,1174437,1826402,2002,08/17/2015 03:03:40 PM,41.679038406,-87.637124349,"(41.679038406, -87.637124349)"
HH597358,1699,08/22/2002 12:30:00 PM,037XX W CONGRESS PKWY,0110,HOMICIDE,FIRST DEGREE MURDER,CHA APARTMENT,true,false,1133,28,01A,1151743,1897452,2002,08/17/2015 03:03:40 PM,41.87448398,-87.718334431,"(41.87448398, -87.718334431)"
G262626,1700,08/22/2002 08:47:00 AM,044XX W WEST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1113,28,01A,1146577,1900601,2002,08/17/2015 03:03:40 PM,41.883225213,-87.737221581,"(41.883225213, -87.737221581)"
HH602080,1701,08/24/2002 06:35:00 PM,057XX S CALUMET AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0234,20,01A,1179463,1867016,2002,08/17/2015 03:03:40 PM,41.79037523,-87.617490782,"(41.79037523, -87.617490782)"
HH601181,1702,08/24/2002 07:30:00 AM,020XX W 66TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,true,false,0726,15,01A,1163951,1860881,2002,08/17/2015 03:03:40 PM,41.773880333,-87.674541574,"(41.773880333, -87.674541574)"
HH601174,1703,08/24/2002 04:02:00 AM,057XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0713,16,01A,1167647,1866588,2002,08/17/2015 03:03:40 PM,41.789462555,-87.660829146,"(41.789462555, -87.660829146)"
HH603457,1704,08/25/2002 08:00:00 AM,050XX N RIDGEWAY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1712,39,01A,1150477,1933325,2002,08/17/2015 03:03:40 PM,41.97294747,-87.722043736,"(41.97294747, -87.722043736)"
HH607489,1705,08/27/2002 06:28:00 AM,113XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,GANGWAY,true,false,0531,9,01A,1180933,1829785,2002,08/17/2015 03:03:40 PM,41.68817534,-87.613243011,"(41.68817534, -87.613243011)"
HH609520,1706,08/28/2002 12:08:00 AM,079XX S KOLIN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0834,13,01A,1148728,1851296,2002,08/17/2015 03:03:40 PM,41.747883905,-87.730592841,"(41.747883905, -87.730592841)"
HH609705,1707,08/28/2002 05:50:00 AM,037XX W 69TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0833,13,01A,1152679,1858593,2002,08/17/2015 03:03:40 PM,41.767831215,-87.715923041,"(41.767831215, -87.715923041)"
HH607466,1708,08/27/2002 01:56:00 PM,035XX W MONTROSE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1723,33,01A,1151685,1929006,2002,08/17/2015 03:03:40 PM,41.961072112,-87.717715752,"(41.961072112, -87.717715752)"
HH610681,1709,08/28/2002 03:18:00 PM,051XX S MORGAN ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0934,20,01A,1170512,1870908,2002,08/17/2015 03:03:40 PM,41.801255138,-87.650198227,"(41.801255138, -87.650198227)"
HH611379,1711,08/28/2002 08:56:00 PM,012XX W 52ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0933,16,01A,1168766,1870294,2002,08/17/2015 03:03:40 PM,41.799608153,-87.656619157,"(41.799608153, -87.656619157)"
HH611790,1712,08/30/2002 01:05:00 AM,004XX S CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1513,29,01A,1139129,1897372,2002,08/17/2015 03:03:40 PM,41.874503125,-87.764650028,"(41.874503125, -87.764650028)"
HH613917,1713,08/30/2002 03:15:00 AM,059XX S HONORE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0714,15,01A,1165038,1865195,2002,08/17/2015 03:03:40 PM,41.785695591,-87.670434929,"(41.785695591, -87.670434929)"
HH614198,1714,08/30/2002 04:30:00 PM,042XX S CICERO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,CHA GROUNDS,true,false,0814,23,01A,1145072,1876061,2002,08/17/2015 03:03:40 PM,41.815912705,-87.743367178,"(41.815912705, -87.743367178)"
HH615807,1715,08/30/2002 09:37:00 PM,081XX S EVANS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,true,false,0631,6,01A,1182643,1851155,2002,08/17/2015 03:03:40 PM,41.746777845,-87.606322266,"(41.746777845, -87.606322266)"
HH615734,1716,08/31/2002 01:20:00 AM,101XX S ABERDEEN ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,2232,34,01A,1170775,1837565,2002,08/17/2015 03:03:40 PM,41.709751877,-87.650204674,"(41.709751877, -87.650204674)"
HH616094,1717,08/31/2002 12:29:00 AM,087XX S BUFFALO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0424,10,01A,1199559,1847651,2002,08/17/2015 03:03:40 PM,41.7367537,-87.544456732,"(41.7367537, -87.544456732)"
HH616299,1718,08/31/2002 04:03:00 AM,031XX W IRVING PARK RD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1724,33,01A,1154568,1926423,2002,08/17/2015 03:03:40 PM,41.953926868,-87.70718566,"(41.953926868, -87.70718566)"
HH617348,1719,08/31/2002 04:00:00 PM,019XX S AVERS AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,1014,24,01A,1151049,1890097,2002,08/17/2015 03:03:40 PM,41.854314622,-87.721075101,"(41.854314622, -87.721075101)"
HH617664,1720,08/31/2002 07:48:00 PM,013XX W CHESTNUT ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,1323,27,01A,1167311,1906137,2002,08/17/2015 03:03:40 PM,41.897995943,-87.6609258,"(41.897995943, -87.6609258)"
HH617694,1721,08/31/2002 08:44:00 PM,064XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0725,15,01A,1165445,1862031,2002,08/17/2015 03:03:40 PM,41.777004548,-87.669032293,"(41.777004548, -87.669032293)"
HH617740,1722,08/31/2002 09:17:00 PM,042XX W 13TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,ALLEY,false,false,1011,24,01A,1148417,1893705,2002,08/17/2015 03:03:40 PM,41.864266513,-87.730642732,"(41.864266513, -87.730642732)"
HH474915,1723,08/15/2002 09:00:00 AM,019XX W WASHINGTON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,CHA HALLWAY,true,false,1333,27,01A,1163561,1900707,2002,08/17/2015 03:03:40 PM,41.883175418,-87.674852215,"(41.883175418, -87.674852215)"
HH573763,1724,08/11/2002 07:10:00 PM,037XX N PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,1923,47,01A,1164324,1924924,2002,08/17/2015 03:03:40 PM,41.949612343,-87.671364054,"(41.949612343, -87.671364054)"
HH668336,1725,09/23/2002 10:45:00 PM,067XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0725,15,01A,1165507,1860070,2002,08/17/2015 03:03:40 PM,41.771621992,-87.668860547,"(41.771621992, -87.668860547)"
HH618137,1726,09/01/2002 01:35:00 AM,055XX W MONROE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1522,29,01A,1139656,1899116,2002,08/17/2015 03:03:40 PM,41.879279292,-87.762672513,"(41.879279292, -87.762672513)"
HH618369,1727,09/01/2002 04:45:00 AM,021XX N LAWLER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,2522,31,01A,1142375,1913747,2002,08/17/2015 03:03:40 PM,41.919378398,-87.75232483,"(41.919378398, -87.75232483)"
HH618363,1728,09/01/2002 04:24:00 AM,048XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0223,3,01A,1180402,1873136,2002,08/17/2015 03:03:40 PM,41.807147543,-87.613859922,"(41.807147543, -87.613859922)"
HH617449,1729,09/01/2002 01:14:00 PM,024XX N LOREL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,2515,31,01A,1140312,1915662,2002,08/17/2015 03:03:40 PM,41.924671469,-87.759857617,"(41.924671469, -87.759857617)"
HH619321,1730,09/01/2002 05:05:00 PM,006XX N LATROBE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1524,28,01A,1141249,1903684,2002,08/17/2015 03:03:40 PM,41.891785235,-87.756710494,"(41.891785235, -87.756710494)"
HH620022,1731,09/02/2002 03:45:00 AM,023XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0134,2,01A,1177989,1888959,2002,08/17/2015 03:03:40 PM,41.850622191,-87.622229624,"(41.850622191, -87.622229624)"
